record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-CDCE4707,UNIT-8688,excavator,Hitachi,2018,open_pit,ghana,24189,2024-01-31,breakdown,hydraulics,valve,major,24.4,74636.75,3802.0,corrective,False,105,False,False,False
EQP-BB2C03DC,UNIT-7990,excavator,Caterpillar,2009,open_pit,drc,60855,2020-05-03,overhaul,hydraulics,hose,major,29.2,96720.48,3524.0,major_overhaul,True,21,False,False,True
EQP-57F4CAE1,UNIT-8274,conveyor,ThyssenKrupp,2023,open_pit,ghana,3703,2021-05-25,inspection,preventive,inspection,minor,3.6,4700.17,1691.0,preventive,True,16,False,True,False
EQP-F8A367AF,UNIT-2783,grader,Komatsu,2008,processing_plant,zimbabwe,65360,2021-06-14,scheduled_maintenance,preventive,adjustment,routine,3.7,2878.16,73.0,preventive,True,28,False,False,False
EQP-87723CA2,UNIT-1131,excavator,Komatsu,2013,underground,tanzania,43570,2022-09-01,scheduled_maintenance,preventive,inspection,routine,6.0,2001.43,891.0,preventive,True,38,False,True,False
EQP-56680D85,UNIT-9194,conveyor,FLSmidth,2019,open_pit,drc,19883,2021-04-01,overhaul,motor,general_component,major,10.5,23071.67,2847.0,major_overhaul,True,38,False,True,True
EQP-8824C13D,UNIT-3599,excavator,Hitachi,2023,open_pit,ghana,3006,2021-09-07,overhaul,hydraulics,filter,major,32.1,59025.79,4022.0,major_overhaul,True,8,False,False,True
EQP-588B91BB,UNIT-6905,loader,Komatsu,2010,open_pit,zimbabwe,56126,2021-04-07,scheduled_maintenance,preventive,inspection,routine,4.6,2355.95,403.0,preventive,True,19,True,False,False
EQP-230E11BF,UNIT-9184,haul_truck,Hitachi,2018,open_pit,south_africa,24003,2020-04-24,breakdown,transmission,torque_converter,major,13.1,34612.53,983.0,corrective,False,7,True,False,False
EQP-89AC2E06,UNIT-1325,haul_truck,Komatsu,2011,open_pit,zambia,52635,2023-04-24,overhaul,tires,front_left,major,17.8,65336.2,1729.0,major_overhaul,True,91,False,False,False
EQP-8D957E75,UNIT-1049,drill_rig,Caterpillar,2008,open_pit,zimbabwe,63363,2023-02-23,condition_based,electrical,battery,routine,2.5,1226.28,86.0,predictive,False,11,True,False,False
EQP-BBB0EDBC,UNIT-1048,crusher,FLSmidth,2014,processing_plant,ghana,39318,2024-04-26,condition_based,bearing,general_component,routine,9.2,10414.49,2468.0,predictive,False,70,True,True,True
EQP-BDCB0356,UNIT-2406,loader,Volvo,2017,processing_plant,zambia,28462,2022-11-02,breakdown,transmission,clutch,minor,10.4,11679.58,747.0,corrective,False,82,True,False,False
EQP-F69BF590,UNIT-1464,conveyor,FLSmidth,2012,underground,zimbabwe,49397,2023-05-11,inspection,preventive,adjustment,minor,3.5,7833.56,1335.0,preventive,True,83,False,False,False
EQP-E283C04E,UNIT-8379,loader,Caterpillar,2023,underground,south_africa,4629,2021-10-08,scheduled_maintenance,preventive,inspection,routine,2.7,5835.86,226.0,preventive,True,5,False,False,False
EQP-00527FD2,UNIT-6452,excavator,Liebherr,2017,underground,ghana,29847,2021-11-30,scheduled_maintenance,preventive,filter_replace,routine,5.7,4198.93,1017.0,preventive,True,39,False,False,False
EQP-946A4D70,UNIT-9819,haul_truck,Caterpillar,2015,underground,drc,36555,2022-01-12,condition_based,engine,head_gasket,minor,9.9,21443.58,994.0,predictive,False,38,True,False,False
EQP-B55BD34A,UNIT-8212,haul_truck,Caterpillar,2015,processing_plant,tanzania,36519,2024-10-10,scheduled_maintenance,preventive,oil_change,routine,3.1,3723.22,272.0,preventive,True,60,False,False,False
EQP-80974CE6,UNIT-9667,haul_truck,Komatsu,2015,underground,zambia,36679,2022-04-30,scheduled_maintenance,preventive,filter_replace,minor,4.7,18962.23,417.0,preventive,True,37,False,False,False
EQP-7354AC7D,UNIT-3146,excavator,Caterpillar,2009,underground,drc,61488,2024-04-01,condition_based,undercarriage,general_component,routine,2.8,2666.34,325.0,predictive,False,6,False,False,False
EQP-FD8EFFA2,UNIT-3589,drill_rig,Caterpillar,2017,processing_plant,ghana,29237,2021-07-31,scheduled_maintenance,preventive,oil_change,routine,2.0,1817.45,56.0,preventive,True,132,False,False,True
EQP-8D040E8B,UNIT-8643,excavator,Komatsu,2020,underground,south_africa,14915,2023-05-18,overhaul,bucket,general_component,major,20.3,87654.15,2925.0,major_overhaul,True,81,False,True,False
EQP-8CDF4E8F,UNIT-3203,conveyor,Metso,2014,open_pit,south_africa,40800,2021-05-08,scheduled_maintenance,preventive,filter_replace,routine,1.0,1189.87,296.0,preventive,True,23,False,True,False
EQP-491B00DB,UNIT-1515,drill_rig,Sandvik,2014,open_pit,south_africa,40265,2021-12-16,scheduled_maintenance,preventive,oil_change,routine,1.3,1004.04,58.0,preventive,True,48,True,False,False
EQP-5F2C8403,UNIT-7021,crusher,Metso,2022,open_pit,south_africa,7805,2024-03-25,breakdown,motor,general_component,major,46.6,88876.58,6990.0,corrective,False,59,False,False,False
EQP-A9279C64,UNIT-8207,crusher,FLSmidth,2017,open_pit,south_africa,26227,2023-05-15,scheduled_maintenance,preventive,oil_change,routine,4.9,11036.18,1436.0,preventive,True,118,False,False,False
EQP-ED5FC58B,UNIT-9712,excavator,Liebherr,2012,open_pit,zambia,46459,2022-05-25,breakdown,undercarriage,general_component,minor,14.8,39147.65,1500.0,corrective,False,68,True,False,False
EQP-005EC16F,UNIT-9349,excavator,Komatsu,2008,open_pit,zambia,63635,2022-01-04,scheduled_maintenance,preventive,inspection,minor,13.2,35623.54,1749.0,preventive,True,49,False,False,False
EQP-C904A62B,UNIT-2081,conveyor,Metso,2021,open_pit,south_africa,10535,2023-12-10,scheduled_maintenance,preventive,oil_change,minor,4.0,8176.49,1754.0,preventive,True,276,False,False,False
EQP-94D1EBB5,UNIT-7948,conveyor,FLSmidth,2018,processing_plant,zambia,23656,2020-10-06,scheduled_maintenance,preventive,filter_replace,routine,2.0,2358.63,936.0,preventive,True,68,True,False,False
EQP-ABFA6457,UNIT-8614,excavator,Liebherr,2018,open_pit,south_africa,24714,2024-03-07,breakdown,engine,oil_pump,major,26.7,79565.75,2903.0,corrective,False,152,False,False,True
EQP-2598F7A5,UNIT-7282,excavator,Caterpillar,2012,open_pit,ghana,47419,2023-01-18,scheduled_maintenance,preventive,inspection,routine,5.5,6153.41,991.0,preventive,True,33,False,False,False
EQP-805C4131,UNIT-8377,crusher,FLSmidth,2010,open_pit,botswana,56083,2021-08-15,breakdown,motor,general_component,major,42.8,108563.42,11245.0,corrective,False,71,False,False,True
EQP-AB2374BC,UNIT-8540,crusher,Metso,2015,open_pit,drc,34930,2023-06-10,scheduled_maintenance,preventive,inspection,routine,6.7,14330.83,1467.0,preventive,True,33,False,False,False
EQP-7B04A3D7,UNIT-5018,haul_truck,Komatsu,2020,underground,south_africa,16298,2024-11-18,breakdown,electrical,wiring,minor,6.6,7548.06,805.0,corrective,False,112,False,False,False
EQP-5B91BC72,UNIT-1361,drill_rig,Epiroc,2012,underground,ghana,48508,2021-09-20,inspection,preventive,inspection,routine,3.0,3062.65,103.0,preventive,True,89,False,False,False
EQP-155879A4,UNIT-5105,grader,Caterpillar,2016,open_pit,zimbabwe,30577,2021-12-08,scheduled_maintenance,preventive,inspection,routine,3.8,3261.05,50.0,preventive,True,106,False,False,False
EQP-87E3F7A5,UNIT-2815,haul_truck,Komatsu,2023,underground,south_africa,3248,2024-07-30,condition_based,transmission,clutch,routine,2.7,1728.66,209.0,predictive,False,15,True,False,False
EQP-38CDDF1F,UNIT-2023,loader,Caterpillar,2011,open_pit,botswana,50732,2021-09-11,inspection,preventive,adjustment,routine,4.5,5151.26,227.0,preventive,True,115,False,False,False
EQP-27306C09,UNIT-2124,haul_truck,Caterpillar,2011,underground,drc,52509,2024-03-17,inspection,preventive,adjustment,routine,2.2,6563.84,252.0,preventive,True,8,False,False,False
EQP-852B4A4A,UNIT-7275,drill_rig,Caterpillar,2011,processing_plant,south_africa,52164,2024-06-07,inspection,preventive,filter_replace,routine,2.3,3094.37,58.0,preventive,True,47,False,False,False
EQP-7A0AF7A6,UNIT-5540,drill_rig,Sandvik,2022,processing_plant,drc,7950,2022-11-15,breakdown,drill_string,general_component,major,10.5,44863.42,295.0,corrective,False,12,False,False,False
EQP-91AA0C37,UNIT-5858,haul_truck,Caterpillar,2016,open_pit,zimbabwe,31871,2020-05-27,scheduled_maintenance,preventive,filter_replace,minor,8.6,10709.28,707.0,preventive,True,109,False,False,False
EQP-FCDBBA43,UNIT-7705,grader,Caterpillar,2022,underground,drc,8322,2020-04-18,condition_based,blade,general_component,routine,2.1,3817.81,34.0,predictive,False,4,False,False,False
EQP-AF3F3233,UNIT-5933,drill_rig,Sandvik,2023,underground,botswana,4342,2021-05-20,scheduled_maintenance,preventive,inspection,minor,6.5,5732.66,271.0,preventive,True,3,False,False,False
EQP-A150E3B3,UNIT-6669,pump,Metso,2014,processing_plant,botswana,39504,2020-01-31,scheduled_maintenance,preventive,inspection,minor,3.7,2223.51,325.0,preventive,True,61,False,False,False
EQP-D00EFF8F,UNIT-1774,excavator,Liebherr,2008,open_pit,south_africa,63364,2023-10-04,condition_based,electrical,battery,routine,4.4,6192.17,868.0,predictive,False,10,False,False,False
EQP-B03E324A,UNIT-8659,grader,Caterpillar,2012,open_pit,south_africa,47941,2023-02-25,breakdown,tires,front_right,major,13.9,33645.83,275.0,corrective,False,97,True,False,False
EQP-0B3C6729,UNIT-5038,grader,Komatsu,2016,open_pit,ghana,31810,2022-03-29,breakdown,transmission,gearbox,major,18.1,32801.33,219.0,corrective,False,85,True,False,False
EQP-AC742330,UNIT-2396,conveyor,FLSmidth,2014,open_pit,zambia,42060,2024-01-04,scheduled_maintenance,preventive,filter_replace,routine,1.2,1600.42,406.0,preventive,True,94,True,False,False
EQP-295FFABE,UNIT-8319,haul_truck,Caterpillar,2008,underground,zambia,63616,2020-08-28,scheduled_maintenance,preventive,filter_replace,minor,5.2,25131.46,609.0,preventive,True,14,False,False,False
EQP-8AAD8B0B,UNIT-7610,crusher,FLSmidth,2023,open_pit,ghana,4289,2022-06-19,inspection,preventive,adjustment,minor,24.0,42347.26,3759.0,preventive,True,102,False,False,True
EQP-FA8253C1,UNIT-1477,conveyor,Metso,2012,open_pit,botswana,48465,2021-09-01,condition_based,gearbox,general_component,routine,1.0,2200.4,298.0,predictive,False,12,True,True,False
EQP-CBC4A0F2,UNIT-2737,pump,Metso,2017,processing_plant,ghana,29400,2020-02-12,breakdown,casing,general_component,critical,24.0,26947.42,2224.0,corrective,False,188,False,False,False
EQP-1DD0B49C,UNIT-1141,drill_rig,Epiroc,2023,open_pit,tanzania,3188,2022-05-11,breakdown,electrical,sensors,critical,31.6,197213.68,1112.0,corrective,False,110,False,False,False
EQP-27EE0CF6,UNIT-3436,excavator,Hitachi,2016,processing_plant,tanzania,33339,2020-09-17,scheduled_maintenance,preventive,oil_change,routine,4.4,9045.81,653.0,preventive,True,13,True,False,False
EQP-D09DFC65,UNIT-1899,haul_truck,Caterpillar,2019,underground,south_africa,19852,2020-03-23,scheduled_maintenance,preventive,oil_change,routine,2.8,6871.63,365.0,preventive,True,5,True,False,False
EQP-F0772D4A,UNIT-7388,crusher,Metso,2008,processing_plant,south_africa,66501,2021-01-15,condition_based,motor,general_component,routine,5.8,7363.3,1574.0,predictive,False,27,False,False,True
EQP-CED685DA,UNIT-5702,pump,KSB,2019,underground,south_africa,20362,2020-12-16,condition_based,bearing,general_component,minor,3.1,7681.19,289.0,predictive,False,49,True,False,True
EQP-57F88AEC,UNIT-9820,haul_truck,Belaz,2021,open_pit,botswana,10771,2023-02-03,inspection,preventive,oil_change,minor,8.5,10683.8,1208.0,preventive,True,41,False,False,False
EQP-7076516F,UNIT-7744,loader,Caterpillar,2022,open_pit,ghana,7802,2023-11-28,scheduled_maintenance,preventive,filter_replace,routine,4.5,1573.86,291.0,preventive,True,32,False,False,False
EQP-0A5E080C,UNIT-6503,grader,John Deere,2009,processing_plant,tanzania,61336,2022-05-24,breakdown,hydraulics,pump,minor,4.5,8784.6,74.0,corrective,False,133,True,False,True
EQP-738A7353,UNIT-5583,haul_truck,Belaz,2011,open_pit,drc,52081,2023-02-28,scheduled_maintenance,preventive,inspection,routine,1.8,7098.5,150.0,preventive,True,29,True,False,False
EQP-C14E510C,UNIT-1490,haul_truck,Komatsu,2008,open_pit,drc,63940,2020-07-02,breakdown,brakes,general_component,major,21.6,73553.97,3190.0,corrective,False,1,False,False,False
EQP-00E11661,UNIT-1631,crusher,Sandvik,2022,underground,botswana,8718,2023-11-16,breakdown,shaft,general_component,minor,20.2,37208.72,3841.0,corrective,False,48,False,False,False
EQP-75B51C32,UNIT-6546,crusher,FLSmidth,2012,open_pit,drc,47655,2022-06-22,scheduled_maintenance,preventive,adjustment,routine,6.6,12023.05,1376.0,preventive,True,73,False,False,False
EQP-D5AE7492,UNIT-1039,haul_truck,Belaz,2016,open_pit,zimbabwe,31789,2022-02-10,scheduled_maintenance,preventive,inspection,routine,2.2,4729.43,319.0,preventive,True,18,False,False,True
EQP-8F05F67D,UNIT-1381,loader,Komatsu,2015,open_pit,drc,35055,2024-04-14,breakdown,hydraulics,filter,major,29.6,28084.4,2413.0,corrective,False,268,True,True,False
EQP-2F9C860B,UNIT-2972,conveyor,ThyssenKrupp,2019,open_pit,south_africa,21728,2021-07-18,condition_based,pulley,general_component,minor,4.0,7398.52,1288.0,predictive,False,171,False,False,False
EQP-FC8A08AA,UNIT-8956,grader,John Deere,2022,underground,south_africa,6777,2022-03-01,scheduled_maintenance,preventive,oil_change,routine,2.0,1269.97,22.0,preventive,True,39,False,True,False
EQP-2C8BFDC7,UNIT-5129,grader,Caterpillar,2013,open_pit,south_africa,44169,2024-07-24,breakdown,hydraulics,hose,major,16.9,31748.86,252.0,corrective,False,147,True,False,True
EQP-E157EC7E,UNIT-7385,loader,Volvo,2020,open_pit,zimbabwe,16479,2020-09-26,condition_based,transmission,torque_converter,minor,7.6,10327.97,604.0,predictive,False,95,False,False,False
EQP-AD9E914C,UNIT-4703,drill_rig,Sandvik,2012,open_pit,ghana,47986,2022-07-28,breakdown,electrical,wiring,major,10.5,27899.9,438.0,corrective,False,84,False,False,False
EQP-2E3A9AD9,UNIT-2557,excavator,Caterpillar,2011,underground,drc,50746,2022-11-06,scheduled_maintenance,preventive,inspection,routine,5.9,7399.43,687.0,preventive,True,48,False,False,False
EQP-3D351E88,UNIT-4340,drill_rig,Epiroc,2009,open_pit,south_africa,59001,2023-06-14,scheduled_maintenance,preventive,oil_change,routine,2.0,2859.76,85.0,preventive,True,21,True,False,True
EQP-E14F857D,UNIT-1825,haul_truck,Belaz,2013,open_pit,zambia,44522,2024-07-30,scheduled_maintenance,preventive,inspection,routine,3.3,6481.43,337.0,preventive,True,80,False,False,False
EQP-B7BAE933,UNIT-7931,crusher,FLSmidth,2016,processing_plant,tanzania,31220,2021-09-10,condition_based,liner,general_component,minor,33.6,45612.38,9798.0,predictive,False,13,False,False,False
EQP-5244BDFE,UNIT-2651,haul_truck,Hitachi,2020,open_pit,zambia,13927,2020-07-27,scheduled_maintenance,preventive,adjustment,routine,2.1,3270.0,260.0,preventive,True,21,False,False,False
EQP-9155D3FE,UNIT-4387,drill_rig,Epiroc,2021,underground,botswana,12386,2021-12-19,breakdown,drill_string,general_component,major,10.2,43313.5,489.0,corrective,False,106,False,False,False
EQP-8CD41D87,UNIT-9819,haul_truck,Komatsu,2016,open_pit,south_africa,31127,2020-10-08,scheduled_maintenance,preventive,filter_replace,routine,2.2,1888.06,170.0,preventive,True,69,True,False,False
EQP-04CF786F,UNIT-6327,excavator,Komatsu,2014,open_pit,south_africa,40631,2023-08-03,scheduled_maintenance,preventive,oil_change,routine,5.0,7878.63,952.0,preventive,True,86,False,False,False
EQP-3CFC52D2,UNIT-5126,haul_truck,Komatsu,2010,open_pit,drc,55798,2022-10-17,breakdown,hydraulics,pump,major,16.6,47342.59,2338.0,corrective,False,32,True,False,False
EQP-E693C29D,UNIT-5886,conveyor,FLSmidth,2022,processing_plant,ghana,7750,2023-09-25,scheduled_maintenance,preventive,filter_replace,routine,1.4,1104.22,529.0,preventive,True,57,False,False,False
EQP-F0756999,UNIT-8055,loader,Caterpillar,2014,open_pit,zimbabwe,40052,2021-09-03,breakdown,transmission,driveshaft,minor,5.2,15407.9,514.0,corrective,False,69,True,False,False
EQP-370E573F,UNIT-3290,haul_truck,Komatsu,2020,open_pit,tanzania,14861,2024-09-14,scheduled_maintenance,preventive,adjustment,routine,1.6,6942.72,210.0,preventive,True,53,False,False,False
EQP-C9012689,UNIT-6727,loader,Volvo,2018,underground,south_africa,23174,2024-05-31,scheduled_maintenance,preventive,inspection,routine,3.2,2432.4,319.0,preventive,True,213,False,False,False
EQP-55285F20,UNIT-8853,grader,Komatsu,2022,open_pit,botswana,7740,2024-07-06,condition_based,transmission,gearbox,routine,2.0,3998.04,35.0,predictive,False,16,True,False,True
EQP-5A9D6BCA,UNIT-6151,excavator,Caterpillar,2023,underground,south_africa,2855,2023-07-06,inspection,preventive,filter_replace,routine,5.2,6711.03,996.0,preventive,True,33,False,False,False
EQP-49B9FE92,UNIT-5018,crusher,Metso,2019,processing_plant,zimbabwe,20713,2020-12-02,condition_based,shaft,general_component,routine,11.6,6025.34,2083.0,predictive,False,21,True,False,False
EQP-4DFC9AA4,UNIT-2306,drill_rig,Sandvik,2018,underground,ghana,23692,2020-09-21,inspection,preventive,adjustment,routine,2.9,3764.42,87.0,preventive,True,55,False,False,False
EQP-19FDEAC9,UNIT-3234,haul_truck,Komatsu,2010,open_pit,zambia,54550,2024-09-18,scheduled_maintenance,preventive,inspection,minor,7.7,24046.31,871.0,preventive,True,84,False,False,False
EQP-999856C5,UNIT-9513,conveyor,ThyssenKrupp,2008,open_pit,south_africa,63440,2024-04-16,condition_based,motor,general_component,routine,1.1,1563.04,476.0,predictive,False,81,False,True,True
EQP-6C710315,UNIT-5870,haul_truck,Belaz,2016,processing_plant,botswana,32101,2024-05-04,condition_based,tires,rear_right,routine,2.8,2283.51,266.0,predictive,False,66,True,False,True
EQP-9636AD7E,UNIT-3711,grader,Komatsu,2019,open_pit,botswana,19553,2023-03-02,inspection,preventive,filter_replace,routine,1.8,3408.34,26.0,preventive,True,45,False,False,False
EQP-F2633DA1,UNIT-4764,grader,John Deere,2019,open_pit,drc,20399,2024-03-21,condition_based,blade,general_component,minor,11.6,13722.9,136.0,predictive,False,135,False,False,False
EQP-317F8D99,UNIT-6201,loader,Caterpillar,2012,processing_plant,drc,48574,2022-06-07,inspection,preventive,adjustment,routine,4.0,4873.11,385.0,preventive,True,29,False,False,False
EQP-7B1E7E06,UNIT-5837,conveyor,Metso,2016,processing_plant,zambia,34401,2020-10-18,scheduled_maintenance,preventive,filter_replace,routine,1.1,2011.41,480.0,preventive,True,26,False,False,False
EQP-698A1EB0,UNIT-7297,conveyor,ThyssenKrupp,2021,open_pit,zambia,13150,2021-04-06,overhaul,roller,general_component,major,10.6,15719.89,2752.0,major_overhaul,True,153,True,False,False
EQP-E6EAD1AC,UNIT-3317,pump,KSB,2009,open_pit,drc,58363,2024-03-12,scheduled_maintenance,preventive,inspection,routine,1.1,1188.37,56.0,preventive,True,58,False,False,False
EQP-152E78A3,UNIT-6842,haul_truck,Hitachi,2014,underground,zambia,39639,2023-03-15,breakdown,electrical,battery,critical,66.1,223828.69,9884.0,corrective,False,50,False,False,False
EQP-F25C5BC5,UNIT-4983,haul_truck,Hitachi,2023,processing_plant,tanzania,3733,2024-11-30,breakdown,hydraulics,cylinder,major,16.8,37456.3,1759.0,corrective,False,104,True,False,False
EQP-6B5107E3,UNIT-9464,conveyor,ThyssenKrupp,2011,open_pit,zambia,52575,2024-06-05,scheduled_maintenance,preventive,adjustment,routine,1.8,1708.45,721.0,preventive,True,32,False,False,False
EQP-7E9F081C,UNIT-2421,excavator,Liebherr,2013,open_pit,south_africa,43066,2023-09-28,breakdown,hydraulics,hose,major,35.8,46611.9,6973.0,corrective,False,59,False,False,False
EQP-AD370B7B,UNIT-2335,excavator,Caterpillar,2015,open_pit,botswana,35468,2020-03-10,breakdown,hydraulics,valve,major,23.8,90869.61,4655.0,corrective,False,44,False,True,True
EQP-3B0A322A,UNIT-5154,haul_truck,Komatsu,2019,open_pit,south_africa,18755,2020-11-29,scheduled_maintenance,preventive,adjustment,routine,2.9,2218.96,238.0,preventive,True,1,False,False,False
EQP-3FAF0F04,UNIT-5574,conveyor,Metso,2012,open_pit,south_africa,47397,2021-11-06,scheduled_maintenance,preventive,filter_replace,routine,1.1,2044.83,450.0,preventive,True,34,False,False,False
EQP-2505768A,UNIT-7217,excavator,Komatsu,2020,underground,botswana,15435,2020-03-05,breakdown,bucket,general_component,major,32.4,53319.94,6457.0,corrective,False,4,False,False,False
EQP-89428E42,UNIT-4635,haul_truck,Hitachi,2011,open_pit,south_africa,51686,2024-08-11,scheduled_maintenance,preventive,inspection,minor,7.9,28388.24,699.0,preventive,True,11,True,False,False
EQP-01014ADE,UNIT-9222,haul_truck,Caterpillar,2013,open_pit,south_africa,42813,2021-02-14,condition_based,brakes,general_component,routine,4.0,5447.78,499.0,predictive,False,74,False,False,False
EQP-FB625A55,UNIT-5267,excavator,Caterpillar,2017,processing_plant,zambia,28982,2021-11-20,condition_based,hydraulics,pump,routine,5.6,5449.16,993.0,predictive,False,23,True,True,False
EQP-0A502F4F,UNIT-2163,grader,John Deere,2008,open_pit,tanzania,64472,2023-04-29,condition_based,hydraulics,filter,routine,2.3,939.63,25.0,predictive,False,29,True,True,True
EQP-A0CD026C,UNIT-2072,excavator,Hitachi,2020,open_pit,south_africa,14551,2020-03-05,breakdown,bucket,general_component,major,20.2,76430.26,2802.0,corrective,False,4,False,False,False
EQP-9F66A859,UNIT-9759,crusher,FLSmidth,2018,processing_plant,drc,24025,2023-02-19,overhaul,liner,general_component,major,58.3,94023.32,10540.0,major_overhaul,True,109,False,False,False
EQP-DAF05C19,UNIT-2206,loader,Caterpillar,2021,open_pit,south_africa,10434,2020-07-01,inspection,preventive,adjustment,routine,3.0,5031.82,159.0,preventive,True,53,False,False,False
EQP-29D45DD3,UNIT-9529,excavator,Caterpillar,2012,processing_plant,drc,49342,2024-06-12,scheduled_maintenance,preventive,adjustment,routine,3.3,8341.76,363.0,preventive,True,28,False,False,False
EQP-958AE1BE,UNIT-3502,loader,Volvo,2014,open_pit,ghana,41614,2023-05-28,breakdown,transmission,driveshaft,minor,10.5,18366.6,704.0,corrective,False,11,True,False,False
EQP-6F283D94,UNIT-1840,crusher,FLSmidth,2022,open_pit,south_africa,7944,2021-08-27,scheduled_maintenance,preventive,inspection,routine,8.7,6213.87,2061.0,preventive,True,32,False,False,False
EQP-DB8A4EFC,UNIT-3742,conveyor,ThyssenKrupp,2009,underground,botswana,59147,2023-06-14,inspection,preventive,inspection,minor,4.2,3797.18,2051.0,preventive,True,21,False,False,False
EQP-1D07C77E,UNIT-6531,haul_truck,Belaz,2015,open_pit,zambia,35335,2021-07-19,inspection,preventive,adjustment,routine,2.3,4482.36,334.0,preventive,True,78,False,False,False
EQP-80460666,UNIT-4850,haul_truck,Belaz,2015,underground,tanzania,35546,2020-07-26,inspection,preventive,inspection,minor,5.2,17677.93,730.0,preventive,True,143,False,False,False
EQP-59C739C0,UNIT-8069,pump,Metso,2015,open_pit,botswana,35893,2020-01-18,overhaul,seal,general_component,major,7.1,16075.34,629.0,major_overhaul,True,4,True,False,False
EQP-EC1447DD,UNIT-6498,loader,Volvo,2014,underground,botswana,41370,2021-01-29,condition_based,electrical,alternator,routine,4.2,3757.51,219.0,predictive,False,41,False,False,False
EQP-D8484021,UNIT-4606,grader,John Deere,2019,open_pit,zimbabwe,20955,2023-06-27,breakdown,electrical,starter,major,17.6,27878.39,247.0,corrective,False,108,False,False,False
EQP-2453AA06,UNIT-6711,grader,Komatsu,2011,underground,ghana,52971,2022-10-11,breakdown,electrical,battery,minor,7.8,9769.54,139.0,corrective,False,17,False,False,False
EQP-F21C92FF,UNIT-9742,haul_truck,Komatsu,2022,underground,tanzania,8170,2021-05-06,breakdown,engine,injector,major,23.7,52691.02,3497.0,corrective,False,61,True,False,False
EQP-EF589FF3,UNIT-4705,loader,Komatsu,2022,open_pit,drc,6846,2023-05-20,breakdown,hydraulics,filter,critical,94.3,216989.19,6894.0,corrective,False,10,True,False,True
EQP-B2A03CEE,UNIT-2380,drill_rig,Caterpillar,2010,open_pit,ghana,55229,2021-11-30,breakdown,electrical,battery,major,9.6,25126.07,408.0,corrective,False,16,False,False,False
EQP-A145B398,UNIT-4678,loader,Komatsu,2023,open_pit,ghana,4060,2020-10-09,scheduled_maintenance,preventive,oil_change,routine,4.4,1290.06,439.0,preventive,True,84,False,False,False
EQP-30A9EF80,UNIT-8560,haul_truck,Caterpillar,2012,underground,ghana,46798,2023-05-07,condition_based,transmission,driveshaft,minor,6.0,12491.66,730.0,predictive,False,84,True,False,False
EQP-BBA667E5,UNIT-2958,excavator,Liebherr,2008,open_pit,drc,64303,2022-04-01,breakdown,undercarriage,general_component,major,31.0,58617.06,5514.0,corrective,False,20,False,False,False
EQP-CA5AD970,UNIT-9541,loader,Komatsu,2014,underground,tanzania,40805,2023-04-10,inspection,preventive,inspection,minor,6.7,17023.52,659.0,preventive,True,6,False,False,True
EQP-C8B85E9B,UNIT-6294,loader,Volvo,2020,open_pit,drc,16545,2022-10-08,overhaul,hydraulics,cylinder,major,17.2,54334.74,1471.0,major_overhaul,True,71,True,False,True
EQP-51820FE8,UNIT-6413,conveyor,FLSmidth,2021,open_pit,ghana,12505,2020-07-01,breakdown,belt,general_component,major,11.6,20695.84,3283.0,corrective,False,8,False,False,False
EQP-C21C688C,UNIT-3853,excavator,Liebherr,2018,underground,south_africa,22133,2020-03-30,breakdown,electrical,wiring,major,28.0,99897.66,5542.0,corrective,False,60,False,False,False
EQP-8F5A2465,UNIT-9283,excavator,Hitachi,2020,open_pit,tanzania,17333,2020-06-30,scheduled_maintenance,preventive,filter_replace,routine,3.7,2005.67,667.0,preventive,True,61,True,False,False
EQP-A9B4C36F,UNIT-1324,pump,KSB,2012,open_pit,drc,46432,2021-02-06,inspection,preventive,adjustment,routine,1.9,704.19,120.0,preventive,True,97,False,False,True
EQP-3286666D,UNIT-3687,drill_rig,Caterpillar,2022,underground,drc,7847,2021-02-07,condition_based,drill_string,general_component,minor,4.7,6306.41,234.0,predictive,False,67,False,False,False
EQP-DB0659B8,UNIT-4765,drill_rig,Sandvik,2018,underground,zimbabwe,24618,2024-07-12,breakdown,drill_string,general_component,major,9.6,39907.72,259.0,corrective,False,87,False,True,False
EQP-7E2BE03D,UNIT-5295,conveyor,ThyssenKrupp,2010,open_pit,tanzania,56358,2023-11-10,condition_based,pulley,general_component,routine,1.3,1353.93,630.0,predictive,False,169,False,True,False
EQP-F6CCA677,UNIT-5266,drill_rig,Caterpillar,2010,open_pit,drc,54722,2024-05-02,inspection,preventive,filter_replace,routine,2.5,2245.19,115.0,preventive,True,42,False,False,False
EQP-B0B4D2E3,UNIT-2331,conveyor,FLSmidth,2012,open_pit,zambia,46901,2022-05-03,breakdown,gearbox,general_component,minor,4.6,4844.92,1466.0,corrective,False,36,False,True,False
EQP-331068AE,UNIT-3030,drill_rig,Caterpillar,2009,underground,south_africa,60287,2021-08-03,condition_based,hydraulics,pump,routine,2.1,4571.91,98.0,predictive,False,112,True,False,True
